Province,Type,NWRFD,NWRSD,PlanningZone,Longitude,Latitude,Magnitude,ServedPeople,Quantity,As,Note1,F,Note4,Copper,Note7,City.num,Name.num
Heilongjiang,groundwater,A,A040000,4,132.51,47.66,medium,3.25,152,0.004,,0.08,,0.01,<,132,3166
Heilongjiang,groundwater,A,A070000,4,131.15,44.4,medium,1,204.8,0.004,,NA,,NA,,192,2984
Heilongjiang,groundwater,A,A040000,4,NA,NA,medium,3.85,95,NA,,NA,,NA,,192,2324
Heilongjiang,groundwater,A,A060000,4,NA,NA,medium,4.2,44.6,NA,,NA,,NA,,192,2188
Heilongjiang,groundwater,A,A020000,4,NA,NA,medium,2.5,600,NA,,NA,,NA,,108,195
Heilongjiang,groundwater,A,A020000,4,126.19,48.6,medium,2.8,115,0.004,,0.23,,0.05,<,108,2882
Heilongjiang,groundwater,A,A020000,4,125.04,46.56,large,18.4,438,0.004,,0.59,,NA,,258,29
Heilongjiang,groundwater,A,A020000,4,NA,NA,large,8.597,650,NA,,NA,,NA,,258,4154
Heilongjiang,groundwater,A,A040000,4,NA,NA,large,5.9,92,NA,,NA,,NA,,258,1090
Heilongjiang,groundwater,A,A040000,4,127.39,46.09,large,6.4,144,0.004,,NA,,NA,,90,93
Heilongjiang,groundwater,A,A040000,4,127.47,45.77,small,0.795,65,0.004,,0.1,,NA,,90,252
Heilongjiang,groundwater,A,A040000,4,127.39,45.91,small,0.8,327.4,0.004,,0.1,,NA,,90,248
Heilongjiang,groundwater,A,A040000,4,120.55,46.32,medium,1,65,NA,,NA,,NA,,90,3838
Heilongjiang,groundwater,A,A040000,4,120.55,46.31,small,0.9,15,NA,,NA,,NA,,90,3836
Heilongjiang,groundwater,A,A040000,4,120.55,46.3,medium,2,160,NA,,0.2,,NA,,90,3837
Heilongjiang,groundwater,A,A040000,4,NA,NA,medium,1,10.9,NA,,NA,,NA,,90,3758
Heilongjiang,groundwater,A,A040000,4,128.05,45.94,medium,2.24,127.75,NA,,0.4,,NA,,90,2185
Heilongjiang,groundwater,A,A040000,4,128,45.95,medium,1.348,91.25,NA,,0.4,,NA,,90,2184
Heilongjiang,groundwater,A,A040000,4,128.75,45.96,medium,4,100,NA,,NA,,NA,,90,3136
Heilongjiang,groundwater,A,A040000,4,128.82,45.83,medium,3.8,270,0.004,,1,,NA,,90,787
Heilongjiang,groundwater,A,A020000,4,123.5,47.9,small,0.5,50,0.014,,NA,,0.022,,215,1
Heilongjiang,groundwater,A,A020000,4,123.45,47.93,small,0.5,32,NA,,NA,,NA,,215,2
Heilongjiang,groundwater,A,A020000,4,123.5,47.94,small,0.5,30,NA,,NA,,NA,,215,5
Heilongjiang,groundwater,A,A020000,4,NA,NA,small,0.57,NA,NA,,NA,,NA,,215,895
Heilongjiang,groundwater,A,A020000,4,126.07,47.61,large,6.5,90,NA,,0.2,,0.05,<,215,158
Heilongjiang,groundwater,A,A020000,4,123.14,47.34,medium,3.5,109.5,0.004,,0.9,,NA,,215,1892
Heilongjiang,groundwater,A,A020000,4,123.17,47.31,medium,2.2,20.5,NA,,NA,,NA,,215,1891
Heilongjiang,groundwater,A,A020000,4,124.49,47.79,large,5.848,178,0.004,,0.9,,0.05,<,215,884
Heilongjiang,groundwater,A,A020000,4,125.86,48.08,medium,1.1,123,0.004,,0.2,,NA,,215,1628
Heilongjiang,groundwater,A,A020000,4,125.87,48.01,medium,1,87,NA,,NA,,NA,,215,1629
Heilongjiang,groundwater,A,A020000,4,125.86,48.03,medium,1.5,70,0.004,,0.25,,NA,,215,1630
Heilongjiang,groundwater,A,A020000,4,125.85,48.02,medium,1,594.1,NA,,NA,,NA,,215,1631
Heilongjiang,groundwater,A,A020000,4,126.88,48.04,large,5,90,0.01,,NA,,0.05,<,215,1626
Heilongjiang,groundwater,A,A020000,4,125.28,47.88,large,6.01,336,0.004,,0.5,,NA,,215,3828
Heilongjiang,groundwater,A,A020000,4,123.42,46.38,large,5.4,130,0.001,,0.2,,0.05,<,215,3027
Heilongjiang,groundwater,A,A060000,4,131.13,45.24,medium,2.83,110,0.004,,0.4,,0.05,<,126,1357
Heilongjiang,groundwater,A,A060000,4,NA,NA,medium,3,100,NA,,NA,,NA,,126,1358
Heilongjiang,groundwater,A,A050000,4,131.86,47.56,medium,2.6,110,0.004,,0.46,,0.05,<,106,828
Heilongjiang,groundwater,A,A040000,4,131.86,47.29,medium,1.5,175,0.004,,0.1,,0.05,<,106,2983
Heilongjiang,groundwater,A,A040000,4,131.83,47.29,small,0.3,3.45,NA,,NA,,NA,,106,249
Heilongjiang,groundwater,A,A040000,4,131.87,47.29,small,0.2,3.45,NA,,NA,,NA,,106,246
Heilongjiang,groundwater,A,A040000,4,131.13,46.73,large,6.5,400,0.004,,0.1,,0.05,<,252,857
Heilongjiang,groundwater,A,A060000,4,132.18,46.3,medium,2.795,1888.16,0.009,,0.16,,0.05,<,252,182
Heilongjiang,groundwater,A,A060000,4,132.23,46.32,medium,2.8,1891.54,0.011,,0.1,,0.003,,252,181
Heilongjiang,groundwater,A,A060000,4,131.79,46.76,medium,2.2,240,NA,,NA,,NA,,252,3940
Heilongjiang,groundwater,A,A060000,4,134,46.78,medium,2,59,0.004,,0.3,,NA,,252,2582
Heilongjiang,groundwater,A,A020000,4,125.23,45.71,medium,4,NA,0.004,,0.2,,0.05,<,53,4165
Heilongjiang,groundwater,A,A020000,4,125.06,45.13,medium,3.585,100,0.004,,0.034,,NA,,53,4164
Heilongjiang,groundwater,A,A020000,4,124.88,47.2,medium,2.43,81.35,NA,,0.6,,NA,,53,1797
Heilongjiang,groundwater,A,A020000,4,124.81,47.18,medium,2.2,73.65,NA,,NA,,NA,,53,1798
Heilongjiang,groundwater,A,A020000,4,124.5,46.86,medium,2.419,155,0.004,,0.093,,0.05,<,53,3025
Heilongjiang,groundwater,A,A050000,4,130.37,48.88,medium,1.55,73,0.004,,0.1,,0.05,<,326,328
Heilongjiang,groundwater,A,A040000,4,129.88,46.7,medium,2.21,946,0.024,,0.1,,0.002,,132,3047
Heilongjiang,groundwater,A,A040000,4,130.21,45.02,medium,3.3,NA,NA,,NA,,NA,,132,1283
Heilongjiang,groundwater,A,A040000,4,130.52,46.22,large,6.1,230,0.004,,0.87,,0.05,<,132,1288
Heilongjiang,groundwater,A,A050000,4,134.29,48.364,medium,2.04,120,0.004,,0.1,,0.009,,132,862
Heilongjiang,groundwater,A,A040000,4,130.55,45.72,large,8.27,2413.97,NA,,NA,,NA,,213,259
Heilongjiang,groundwater,A,A040000,4,130.83,45.44,medium,1.23,359.03,NA,,NA,,NA,,213,260
Heilongjiang,groundwater,A,A070000,4,NA,NA,medium,1,1074,NA,,NA,,NA,,192,663
Heilongjiang,groundwater,A,A040000,4,NA,NA,medium,1.6,NA,NA,,NA,,NA,,192,1806
Heilongjiang,groundwater,A,A020000,4,125.21,49.17,large,8.22,255.5,NA,,NA,,NA,,108,2313
Heilongjiang,groundwater,A,A050000,4,128.45,49.58,small,0.9,182.5,NA,,0.3,,0.05,<,108,3735
Heilongjiang,groundwater,A,A050000,4,128.48,49.58,small,0.822,328.5,NA,,NA,,NA,,108,3734
Heilongjiang,groundwater,A,A050000,4,NA,NA,small,0.5,15,NA,,NA,,NA,,108,2998
Heilongjiang,groundwater,A,A040000,4,126.48,46.82,large,7.5,120,NA,,0.24,,NA,,258,3266
Heilongjiang,groundwater,A,A040000,4,126.4332962,46.1502,small,,340,0.004,,0.8,,NA,,258,1674
Heilongjiang,groundwater,A,A040000,4,125.78,46.78,large,7.295,130,0.004,,0.7,,0.05,<,258,3263
Heilongjiang,groundwater,A,A040000,4,127.5,46.88,medium,1.7,150,NA,,NA,,NA,,258,2542
Heilongjiang,groundwater,A,A040000,4,127.45,46.88,medium,2.8,217,NA,,NA,,NA,,258,2540
Heilongjiang,groundwater,A,A040000,4,127.5,46.8,medium,1.8,189,NA,,NA,,NA,,258,2541
Heilongjiang,groundwater,A,A020000,4,125.66,47.12,medium,3.5155,132,NA,,0.8,,NA,,258,2159
Heilongjiang,groundwater,A,A040000,4,127.09,47.26,large,6.2,31.536,NA,,NA,,NA,,258,2990
Heilongjiang,groundwater,A,A050000,4,125.04,51.69,medium,1.7,415.1251357,NA,,NA,,NA,,55,1243
Heilongjiang,groundwater,A,A050000,4,NA,NA,medium,2,1401.188234,NA,,NA,,NA,,55,3007
Heilongjiang,groundwater,A,A050000,4,122.43,53.01,small,0.8,1504.706741,NA,,NA,,NA,,55,2168
Heilongjiang,groundwater,A,A020000,4,124.4,51.66,small,0.67,129.04,NA,,NA,,NA,,55,3635
Heilongjiang,groundwater,A,A020000,4,NA,NA,small,0.68,130.96,NA,,NA,,NA,,55,3636
Heilongjiang,groundwater,A,A020000,4,123.35,52.01,small,0.66,9.125,NA,,NA,,NA,,55,1247
Heilongjiang,groundwater,A,A020000,4,NA,NA,small,0.66,9.125,NA,,NA,,NA,,55,1248
Heilongjiang,groundwater,A,A020000,4,123.56,50.24,medium,1,383.43,NA,,NA,,NA,,55,2958
Heilongjiang,groundwater,A,A020000,4,NA,NA,small,0.61,233.89,NA,,NA,,NA,,55,2959
Heilongjiang,groundwater,A,A050000,4,130.6,47.43,medium,1.17,157.3399385,NA,,0.1,,NA,,22,183
Heilongjiang,groundwater,A,A040000,4,132.09,47.57,medium,1.05,89.10341176,NA,,0.4,,NA,,22,751
Heilongjiang,groundwater,A,A040000,4,131.68,47.52,small,0.92,64.044,NA,,NA,,NA,,22,2982
Heilongjiang,groundwater,A,A050000,4,131.47,47.62,small,0.6,38.68188235,NA,,0.5,,NA,,22,1459
Heilongjiang,groundwater,A,A050000,4,131.25,47.53,small,0.9,83.61647059,NA,,0.5,,NA,,22,1591
Heilongjiang,groundwater,A,A050000,4,131.1,47.62,small,0.4,28,NA,,NA,,NA,,22,2157
Heilongjiang,groundwater,A,A050000,4,130.83,47.69,small,0.4,25.83670588,NA,,0.6,,NA,,22,3753
Heilongjiang,groundwater,A,A050000,4,130.71,47.57,small,0.9,60.60976471,NA,,0.1,<,NA,,22,972
Heilongjiang,groundwater,A,A040000,4,130.3,47.11,small,0.8,45.73117647,NA,,0.5,,NA,,22,3622
Heilongjiang,groundwater,A,A040000,4,131.35,47.28,small,0.5,64.912,NA,,0.2,,NA,,22,2424
Heilongjiang,groundwater,A,A040000,4,129.91,46.76,small,0.3,21.74564706,NA,,0.1,,NA,,22,3046
Heilongjiang,groundwater,A,A040000,4,129.56,46.42,small,0.21,20,NA,,1.8,,NA,,22,3835
Heilongjiang,groundwater,A,A040000,4,130.81,47.21,small,0.3,22.49011765,NA,,1,,NA,,22,3334
Heilongjiang,groundwater,A,A040000,4,131.46,46.98,small,NA,0,0.049,,0.86,,NA,,112,3939
Heilongjiang,groundwater,A,A060000,4,132.03,46.45,medium,1.2,47.20552941,0.02,<,0.694,,NA,,112,3350
Heilongjiang,groundwater,A,A060000,4,132.75,46.25,medium,1.2517,106.1160589,0.02,<,0.133,,NA,,112,74
Heilongjiang,groundwater,A,A060000,4,133.9,47.07,small,0.4846,22.88261778,0.02,<,0.136,,NA,,112,2581
Heilongjiang,groundwater,A,A040000,4,131.42,46.87,small,0.9165,37.37925,0.02,<,0.564,,NA,,112,752
Heilongjiang,groundwater,A,A040000,4,131.47,46.23,small,0.9015,33.83120833,0.02,<,0.19,,NA,,112,2891
Heilongjiang,groundwater,A,A040000,4,130.82,47.13,small,0.6525,23.53125,0.02,<,0.58,,NA,,112,1461
Heilongjiang,groundwater,A,A040000,4,130.52,46.28,small,0.7184,23.79063529,0.02,<,0.279,,NA,,112,2872
Heilongjiang,groundwater,A,A040000,4,131.34,45.96,small,0.9142,34.70544886,0.02,<,0.102,,NA,,112,236
Heilongjiang,groundwater,A,A040000,4,133.23,46.83,small,0.3651,21.59854713,0.02,<,0.167,,NA,,112,1208
Heilongjiang,groundwater,A,A040000,4,130.92,46.95,small,0.1319,6.92804,0.02,<,0.274,,NA,,112,184
Heilongjiang,groundwater,A,A060000,4,134.03,47.42,small,0.9095,32.49193056,NA,,NA,,NA,,135,75
Heilongjiang,groundwater,A,A060000,4,133.86,47.36,small,0.585,20.20791667,NA,,NA,,NA,,135,2763
Heilongjiang,groundwater,A,A040000,4,133.15,47.97,small,0.9,38.01611111,NA,,NA,,NA,,135,2489
Heilongjiang,groundwater,A,A040000,4,132.87,46.97,small,0.45,15.25927641,NA,,NA,,NA,,135,518
Heilongjiang,groundwater,A,A040000,4,132.92,47.76,small,0.4,15,NA,,NA,,NA,,135,2509
Heilongjiang,groundwater,A,A040000,4,133.08,47.46,small,0.5,23.97777778,NA,,NA,,NA,,135,2467
Heilongjiang,groundwater,A,A040000,4,133.05,47.36,small,0.7,22.49722222,NA,,NA,,NA,,135,412
Heilongjiang,groundwater,A,A060000,4,133.43,47.35,small,0.6,20.86111111,NA,,NA,,NA,,135,1220
Heilongjiang,groundwater,A,A050000,4,134.13,48,small,0.43,15.49822222,NA,,NA,,NA,,135,2464
Heilongjiang,groundwater,A,A050000,4,133.87,47.6,small,0.36,12.23666667,NA,,NA,,NA,,135,2469
Heilongjiang,groundwater,A,A040000,4,133.51,47.58,small,0.3051,10.85814167,NA,,NA,,NA,,135,1201
Heilongjiang,groundwater,A,A040000,4,133.66,47.89,small,0.18,6.338666667,NA,,NA,,NA,,135,3737
Heilongjiang,groundwater,A,A050000,4,134.15,47.7,small,0.4155,12.7012,NA,,NA,,NA,,135,749
Heilongjiang,groundwater,A,A040000,4,133.21,47.72,small,0.2013,8,NA,,NA,,NA,,135,2342
Heilongjiang,groundwater,A,A060000,4,132.47,45.75,medium,1.2,57.09181818,NA,,0.1,,NA,,191,76
Heilongjiang,groundwater,A,A060000,4,132.85,46.07,small,0.7,34.63802326,NA,,0.201,,NA,,191,79
Heilongjiang,groundwater,A,A060000,4,131.58,45.72,small,0.61,40.64694444,NA,,0.4,,NA,,191,80
Heilongjiang,groundwater,A,A060000,4,132.7,45.62,small,0.7,72.446875,0.02,,0.1,,NA,,191,77
Heilongjiang,groundwater,A,A060000,4,132.47,45.58,small,0.91,45.72029412,NA,,NA,,NA,,191,78
Heilongjiang,groundwater,A,A060000,4,133.33,45.75,small,0.6,27.01666667,NA,,0.42,,NA,,191,73
Heilongjiang,groundwater,A,A060000,4,131.28,45.28,small,0.52,23.38804348,NA,,NA,,NA,,191,81
Heilongjiang,groundwater,A,A060000,4,132.06,45.71,small,0.62,28.16034483,NA,,NA,,0.02,<,191,82
Heilongjiang,groundwater,A,A060000,4,133.08,45.78,small,0.835,44.02411585,NA,,NA,,NA,,191,2543
Heilongjiang,groundwater,A,A060000,4,132.48,45.9,small,0.52,21.94111111,NA,,NA,,NA,,191,4005
Heilongjiang,groundwater,A,A060000,4,132.82,45.28,medium,1.5,48.09444444,NA,,0.3,,NA,,191,3687
Heilongjiang,groundwater,A,A040000,4,128.83,44.38,small,0.7,24.47941176,NA,,0.2,,NA,,191,1084
Heilongjiang,groundwater,A,A040000,4,129.33,44.19,small,0.3,12.36235294,NA,,NA,,NA,,191,2322
Heilongjiang,groundwater,A,A050000,4,127.41,50.13,small,0.3072,11.99464634,NA,,NA,,NA,,25,1527
Heilongjiang,groundwater,A,A050000,4,127.57,49.67,small,0.4212,13.98167716,NA,,NA,,NA,,25,1211
Heilongjiang,groundwater,A,A050000,4,128.08,49.07,small,0.2519,11.67688664,NA,,NA,,NA,,25,3733
Heilongjiang,groundwater,A,A020000,4,126.87,48.88,small,0.2738,10.2191596,NA,,NA,,NA,,25,1899
Heilongjiang,groundwater,A,A020000,4,126.89,48.8,small,0.2939,11.21818776,NA,,NA,,NA,,25,3529
Heilongjiang,groundwater,A,A020000,4,126.7,48.68,small,0.75,25.77563,NA,,1.75,,NA,,25,1938
Heilongjiang,groundwater,A,A020000,4,126.6,48.48,small,0.4798,25.26298079,NA,,NA,,NA,,25,758
Heilongjiang,groundwater,A,A020000,4,126.96,48.97,small,0.485,22.3739798,NA,,NA,,NA,,25,3881
Heilongjiang,groundwater,A,A020000,4,126.26,48.89,small,0.4688,15.33295758,NA,,NA,,NA,,25,3273
Heilongjiang,groundwater,A,A020000,4,126.05,48.88,small,0.4251,20.24888488,NA,,NA,,NA,,25,938
Heilongjiang,groundwater,A,A020000,4,126.78,48.24,small,0.49,24.55528283,NA,,NA,,NA,,25,4139
Heilongjiang,groundwater,A,A020000,4,126.72,48.05,medium,1.4606,41.52955311,NA,,NA,,NA,,25,4157
Heilongjiang,groundwater,A,A020000,4,126.74,48.06,small,0.47,22.28538384,NA,,NA,,NA,,25,1225
Heilongjiang,groundwater,A,A020000,4,127.09,47.83,small,0.659,24.63532796,NA,,NA,,NA,,25,1455
Heilongjiang,groundwater,A,A020000,4,125.2,48.97,small,0.4,21.54229885,0.01,<,0.1,<,NA,,149,1162
Heilongjiang,groundwater,A,A020000,4,125.33,48.83,small,0.4,15.70643678,NA,,NA,,NA,,149,3995
Heilongjiang,groundwater,A,A020000,4,124.95,48.97,small,0.4,18.01149425,NA,,NA,,NA,,149,512
Heilongjiang,groundwater,A,A020000,4,125.4,48.87,small,0.5,19.74114943,NA,,NA,,NA,,149,1437
Heilongjiang,groundwater,A,A020000,4,125.3,48.8,small,0.3,18.42183908,NA,,NA,,NA,,149,2598
Heilongjiang,groundwater,A,A020000,4,125.52,48.72,small,0.3,14.55632184,NA,,NA,,NA,,149,1224
Heilongjiang,groundwater,A,A020000,4,126.02,48.97,small,0.5,15.6688,NA,,NA,,NA,,149,2436
Heilongjiang,groundwater,A,A020000,4,125.63,49.12,small,0.4,8.713045977,NA,,NA,,NA,,149,2312
Heilongjiang,groundwater,A,A020000,4,125.75,49.25,small,0.4,19.13264368,NA,,NA,,NA,,149,2690
Heilongjiang,groundwater,A,A020000,4,125.53,49.48,small,0.4,17.36137931,NA,,NA,,NA,,149,2311
Heilongjiang,groundwater,A,A020000,4,125.42,49.97,small,0.2,12.72689655,NA,,0.04,,NA,,149,1443
Heilongjiang,groundwater,A,A020000,4,123.5,47.5,small,0.1,5.69954023,NA,,NA,,NA,,149,1073
Heilongjiang,groundwater,A,A020000,4,125.38,48.3,medium,2.34,96.83094737,NA,,0.2,<,NA,,214,1627
Heilongjiang,groundwater,A,A020000,4,125.28,47.87,small,0.12,10.60137931,NA,,2.6,,NA,,214,3827
Heilongjiang,groundwater,A,A020000,4,124.63,47.8,small,0.3162,11.31294413,NA,,0.26,,NA,,214,883
Heilongjiang,groundwater,A,A020000,4,124.27,48.25,small,0.62,29.10477273,NA,,0.16,,NA,,214,291
Heilongjiang,groundwater,A,A020000,4,123.72,46.4,small,0.0972,3.906213333,0.62,,1.2,,NA,,214,3026
Heilongjiang,groundwater,A,A020000,4,124.52,46.47,small,0.5418,19.79629775,0.01,<,0.6,,NA,,214,2011
Heilongjiang,groundwater,A,A020000,4,124.67,47.05,small,0.3337,10.07141609,0.007,<,0.6,,NA,,214,1586
Heilongjiang,groundwater,A,A050000,4,130.03,48.8,small,0.3395,63.73645977,NA,,1,,NA,,257,1427
Heilongjiang,groundwater,A,A040000,4,128.05,47.02,small,0.548,69.86471264,0.0025,<,0.1,<,NA,,257,3113
Heilongjiang,groundwater,A,A040000,4,127.17,47.7,small,0.4578,54.76115862,0.0001,<,0.7,,NA,,257,1089
Heilongjiang,groundwater,A,A040000,4,127.25,47.58,small,0.6126,56.19759884,NA,,0.66,,NA,,257,1199
Heilongjiang,groundwater,A,A040000,4,127.5,47.47,small,0.2908,49.88498605,0.01,<,0.27,,NA,,257,2989
Heilongjiang,groundwater,A,A020000,4,125.32,46.25,small,0.13,27.94976744,NA,,NA,,NA,,257,28
Heilongjiang,groundwater,A,A020000,4,124.33,46.13,small,0.4787,96.50874353,NA,,1.2,,NA,,257,1138
Heilongjiang,groundwater,A,A020000,4,124.2,45.68,small,0.3409,30.32167529,0.01,,1.4,,NA,,257,4163
Heilongjiang,groundwater,A,A040000,4,127.83,46.75,small,0.1967,21.72342588,0.01,,2,,NA,,257,1852
Heilongjiang,groundwater,A,A040000,4,128.75,45.37,small,0.71,27.85104245,NA,,0.3,,NA,,89,2544
Heilongjiang,groundwater,A,A040000,4,128.9,46,small,0.39,12.97996098,NA,,0.3,,NA,,89,299
Heilongjiang,groundwater,A,A040000,4,129.21,46.07,small,0.1,5.4084,0.001,<,0.5,,NA,,89,2673
Heilongjiang,groundwater,A,A040000,4,126.75,45.72,small,NA,0,0.01,<,0.33,,NA,,89,3525
Heilongjiang,groundwater,A,A040000,4,126.63,45.85,small,NA,0,0.01,<,0.38,,NA,,89,2512
Heilongjiang,groundwater,A,A040000,4,126.3,45.63,small,NA,0,0.01,<,0.36,,NA,,89,3747
Heilongjiang,groundwater,A,A040000,4,126.65,45.67,small,NA,0,0.01,,0.33,,NA,,89,1209
Heilongjiang,groundwater,A,A040000,4,125.67,46.3,small,0.2,5.252434783,NA,,1.1,,NA,,89,2937
Shanghai,stream,F,F120000,2,121.5,31.2,xlarge,902.8,166047,0.0018,,0.71,,0.01,<,241,1323
Shanghai,stream,F,F120000,2,121.5,31.2,xlarge,341.3,53328,0.0021,,0.21,,0.003,,241,4091
Shanghai,stream,F,F120000,2,121.5,31.2,xlarge,55.5,13461,0.003857143,,NA,,0.029057143,,241,1394
Shanghai,stream,F,F120000,2,121.5,31.2,xlarge,70.1,10234,0.004170333,,NA,,0.002833333,,241,2420
Shanghai,stream,F,F120000,2,121.5,31.2,xlarge,91.2,8659,0.000433333,,NA,,0.004057143,,241,2244
Shanghai,stream,F,F110000,2,121.5,31.2,xlarge,64.9,4136,0.002759259,,NA,,0.007637486,,241,402
Shanghai,stream,F,F120000,2,121.5,31.2,xlarge,171.5970426,26257.22339,0.010160325,,NA,,0.010231542,,241,2307
Shanghai,groundwater,F,F120000,2,121.5,31.2,xlarge,44.60295739,6825,NA,,0.353333333,,NA,,241,591
Jiangsu,stream,F,F110000,2,118.72,32.09,xlarge,23.02439516,3255.362903,NA,,NA,,NA,,196,4101
Jiangsu,stream,F,F110000,2,118.79,32.22,xlarge,184.1951613,26042.90323,NA,,NA,,NA,,196,4083
Jiangsu,stream,F,F110000,2,118.77,32.125,xlarge,73.67806452,10417.16129,NA,,NA,,NA,,196,4104
Jiangsu,stream,F,F110000,2,118.63,32.05,xlarge,30.69919355,4340.483871,NA,,NA,,NA,,196,4087
Jiangsu,stream,F,F110000,2,118.79,32.22,xlarge,46.04879032,6510.725806,NA,,NA,,NA,,196,4083
Jiangsu,stream,F,F110000,2,118.84,32.33,xlarge,23.02439516,3255.362903,NA,,NA,,NA,,196,4067
Jiangsu,reservoir,F,F110000,2,119.07,31.63,large,8,786,NA,,0.34,,NA,,196,4206
Jiangsu,reservoir,F,F110000,2,119.036,31.396,large,10.42,915,NA,,0.35,,NA,,196,1885
Jiangsu,lake,F,F120000,2,120.3711,31.4484,xlarge,81.64547398,10252.29432,0.003,,NA,,NA,,289,3019
Jiangsu,lake,F,F120000,2,120.2313,31.5014,xlarge,130.744526,16417.70568,0.003,,NA,,NA,,289,3021
Jiangsu,stream,F,F120000,2,120.3066,31.9191,xlarge,33.29,5101,0.003,,NA,,NA,,289,4088
Jiangsu,reservoir,F,F120000,2,119.5707,31.2434,xlarge,31.67,4364,0.004,,NA,,NA,,289,3866
Jiangsu,stream,E,E040000,2,117.21,34.33,xlarge,50.75447215,2853,0.003,,0.47,,NA,,315,269
Jiangsu,stream,F,F120000,2,119.66,31.6,xlarge,152.6,17924,0.003,,0.22,,0.006,,37,4111
Jiangsu,lake,F,F120000,2,119.38,31.65,large,15.4,2175,0.001,,0.22,,0.016,,37,3082
Jiangsu,lake,F,F120000,2,119,32,large,11.2,1338,0.001,,0.51,,0.02,,37,2475
Jiangsu,lake,F,F120000,2,120.81,31.42,large,18.66698002,2539.788484,0.004,,0.44,,NA,,256,3771
Jiangsu,lake,F,F120000,2,120.3,31.32,xlarge,179.90302,24477.21152,0.003,,0.41,,NA,,256,3020
Jiangsu,stream,F,F120000,2,120.92,31.75,xlarge,27.07354839,6565.419355,0.002,,0.33,,0.03,,256,4065
Jiangsu,lake,F,F120000,2,120.71,31.62,large,5.206451613,1262.580645,0.002,,0.84,,NA,,256,2712
Jiangsu,stream,F,F120000,2,120.44,31.97,xlarge,42.2,9500,0.003,,0.5,,NA,,256,4122
Jiangsu,lake,F,F120000,2,120.86,31.41,xlarge,23.84,7141,0.002,,0.91,,NA,,256,1656
Jiangsu,stream,F,F120000,2,120.64,31.15,xlarge,26.7,7084,NA,,NA,,NA,,256,3328
Jiangsu,stream,F,F120000,2,121.23,31.64,large,11.13,2493,0.002,,0.62,,NA,,256,4109
Jiangsu,stream,F,F110000,2,120.87,31.95,xlarge,42.19,8081,0.004,,0.38,,NA,,199,4092
Jiangsu,stream,F,F110000,2,120.77,32.17,large,7.031666667,1346.833333,0.004,,0.19,,NA,,199,4096
Jiangsu,stream,F,F110000,2,120.9465,31.876,xlarge,28.12666667,5387.333333,NA,,NA,,NA,,199,4076
Jiangsu,stream,F,F110000,2,120.82,31.17,large,7.031666667,1346.833333,0.003,,0.4,,NA,,199,3148
Jiangsu,stream,F,F110000,2,120.4243,32.5437,xlarge,22,1268,0.004,,0.42,,NA,,199,3653
Jiangsu,stream,F,F110000,2,120.9465,31.876,xlarge,20.78,1086,NA,,NA,,NA,,199,4076
Jiangsu,stream,F,F110000,2,121.6626,31.8573,large,13,1773,NA,,NA,,NA,,199,3180
Jiangsu,stream,F,F110000,2,120.49,32.37,xlarge,20.09,1435,0.003,,0.33,,NA,,199,2601
Jiangsu,stream,F,F110000,2,120.9465,31.876,large,13.6,1617,NA,,NA,,NA,,199,4076
Jiangsu,stream,F,F110000,2,121.176,31.818,large,14.04,1078,0.003,,0.22,,NA,,199,4074
Jiangsu,stream,E,E040000,2,119.11,34.56,xlarge,60.25,5724,0.004,,0.98,,NA,,164,2479
Jiangsu,reservoir,E,E040000,2,118.95,34.95,large,15.98,935,0.004,,0.47,,NA,,164,3010
Jiangsu,reservoir,E,E040000,2,118.72,34.53,medium,4.611764706,200,0.004,,0.67,,NA,,164,3439
Jiangsu,stream,E,E040000,2,118.72,34.41,large,5.188235294,225,NA,,NA,,NA,,164,31
Jiangsu,stream,E,E040000,2,119.18,34.35,large,8.22,438,0.004,,0.91,,NA,,164,608
Jiangsu,stream,E,E020000,2,118.9975,33.55777778,xlarge,70.97896655,6080.444802,0.004,,0.5,,NA,,117,750
Jiangsu,stream,E,E020000,2,119.0004167,36.62402778,large,10.92103345,935.555198,0.004,,0.5,,0.075,,117,795
Jiangsu,stream,E,E040000,2,119.2696944,33.78361111,large,12.9,1198,0.002,,0.48,,0.03,,117,796
Jiangsu,stream,E,E020000,2,118.8525,33.31527778,large,9,600,0.005,,0.58,,NA,,117,4296
Jiangsu,reservoir,E,E020000,2,118.5666667,32.93333333,large,10.62,930,0.004,,0.45,,NA,,117,1924
Jiangsu,stream,E,E020000,2,119.0294722,32.79997222,large,8.2,460,0.001,,0.56,,NA,,117,2607
Jiangsu,stream,E,E030000,2,120.0308333,33.36583333,xlarge,64.46,4325,0.004,,0.66,,NA,,322,3663
Jiangsu,stream,E,E040000,2,119.576,34.208,large,7.068769944,827.3,0.004,,0.64,,NA,,322,3153
Jiangsu,stream,E,E030000,2,119.8252778,34.01444444,large,13.26,730,0.004,,0.61,,0.064,,322,3541
Jiangsu,stream,E,E030000,2,119.7669444,33.78416667,large,16,1025,0.004,,0.66,,0.071,,322,2745
Jiangsu,stream,E,E030000,2,120.2652778,33.83833333,large,11.01,1118,0.004,,0.77,,0.065,,322,2746
Jiangsu,stream,E,E030000,2,119.8,33.46666667,large,13.6,1149,0.004,,0.7,,0.075,,322,3441
Jiangsu,stream,E,E030000,2,120.3,32.85,large,17.55,1070,0.004,,0.84,,0.051,,322,3015
