Province,Type,NWRFD,NWRSD,PlanningZone,Longitude,Latitude,Magnitude,ServedPeople,Quantity,As,Note1,F,Note4,Copper,Note7,City.num,Name.num
Sichuan,stream,F,F030000,8,102.5,30,medium,2.05,,0.05,<,1,<,NA,,318,3083
Sichuan,stream,F,F030000,8,102.92,30.15,medium,1.27,,0.05,<,1,<,NA,,318,3982
Sichuan,stream,F,F030000,8,102.8,30.37,small,0.5,,0.05,<,1,<,NA,,318,190
Sichuan,stream,F,F040000,8,106.4,31.43,large,7,,0.05,<,1,<,NA,,12,3141
Sichuan,stream,F,F040000,8,106.57,32.13,large,6.5,,0.05,<,1,<,NA,,12,2248
Sichuan,stream,F,F040000,8,106.58,31.25,large,8,,0.05,<,1,<,NA,,12,3140
Sichuan,reservoir,F,F030000,8,105.17,30.07,large,7.908839779,,0.05,<,1,<,NA,,365,54
Sichuan,stream,F,F090000,8,105.42,30.17,medium,2.591160221,,0.05,<,1,<,NA,,365,55
Sichuan,reservoir,F,F030000,8,104.95,30.48,large,7.11,,0.05,<,1,<,NA,,365,1714
Sichuan,reservoir,F,F040000,8,105.07,30.47,medium,3.89,,0.05,<,1,<,NA,,365,1715
Sichuan,stream,F,F030000,8,103.08,31.47,medium,2.48,,0.05,<,1,<,NA,,1,2142
Sichuan,groundwater,F,F030000,8,103.17,31.37,small,0.6,,0.05,<,1,<,NA,,1,433
Sichuan,stream,F,F030000,8,103.77,31.7,medium,1.15,,0.05,<,1,<,NA,,1,2140
Sichuan,stream,F,F030000,8,103.72,31.85,medium,1.02,,0.05,<,1,<,NA,,1,2143
Sichuan,stream,F,F040000,8,104.23,33.4,medium,1.27,,0.05,<,1,<,NA,,1,1434
Sichuan,stream,F,F030000,8,102.03,31.47,small,0.852,,0.05,<,1,<,NA,,1,59
Sichuan,stream,F,F030000,8,102.38,31.63,small,0.25,,0.05,<,1,<,NA,,1,401
Sichuan,stream,F,F030000,8,102.38,31.63,small,0.31,,0.05,<,1,<,NA,,1,2095
Sichuan,stream,F,F030000,8,102.38,31.63,small,0.36,,0.05,<,1,<,NA,,1,2094
Sichuan,stream,F,F030000,8,103.5,32.63,small,0.76,,0.05,<,1,<,NA,,1,562
Sichuan,stream,F,F030000,8,102.23,31.9,medium,1.576006711,,0.05,<,1,<,NA,,1,466
Sichuan,stream,F,F030000,8,102.25,31.88,small,0.443993289,,0.05,<,1,<,NA,,1,9
Sichuan,stream,F,F030000,8,101,32.3,small,0.6,,0.05,<,1,<,NA,,1,966
Sichuan,stream,F,F030000,8,101.93,32.95,small,0.65,,0.05,<,1,<,NA,,1,14
Sichuan,stream,D,D010000,8,102.58,33.58,small,0.77,,0.05,<,1,<,NA,,1,2584
Sichuan,groundwater,D,D010000,8,102.5,31.83,medium,1.1,,0.05,<,1,<,NA,,1,1905
Sichuan,stream,F,F020000,8,101.55,29.65,medium,1.218,,0.05,<,1,<,NA,,79,3217
Sichuan,stream,F,F030000,8,102.63,29.75,medium,2.262,,0.05,<,1,<,NA,,79,2588
Sichuan,stream,F,F030000,8,102.23,29.08,small,0.96,,0.05,<,1,<,NA,,79,3793
Sichuan,stream,F,F030000,8,102.2,29.05,small,0.45,,0.05,<,1,<,NA,,79,3097
Sichuan,stream,F,F030000,8,101.28,30.4,small,0.85,,0.05,<,1,<,NA,,79,2928
Sichuan,stream,F,F020000,8,101.45,28.48,small,0.65,,0.05,<,1,<,NA,,79,483
Sichuan,stream,F,F020000,8,101.53,28.4,small,0.45,,0.05,<,1,<,NA,,79,64
Sichuan,stream,F,F020000,8,101.07,31.03,medium,1.3,,0.05,<,1,<,NA,,79,550
Sichuan,stream,F,F020000,8,101.22,31,small,0.7851,,0.05,<,1,<,NA,,79,2553
Sichuan,stream,F,F020000,8,99.13,31.35,small,0.9875,,0.05,<,1,<,NA,,79,2595
Sichuan,stream,F,F010000,8,100.08,30.92,small,0.67,,0.05,<,1,<,NA,,79,2592
Sichuan,stream,F,F010000,8,98.07,31.8,small,0.517730496,,0.05,<,1,<,NA,,79,2348
Sichuan,stream,F,F010000,8,98.07,31.8,small,0.212269504,,0.05,<,1,<,NA,,79,1858
Sichuan,stream,F,F010000,8,98.15,31.2,small,0.41,,0.05,<,1,<,NA,,79,2163
Sichuan,stream,F,F010000,8,98.07,33.2,small,0.34,,0.05,<,1,<,NA,,79,3293
Sichuan,stream,F,F030000,8,100.08,32.3,small,0.7,,0.05,<,1,<,NA,,79,2667
Sichuan,stream,F,F020000,8,100.27,29.48,small,0.5,,0.05,<,1,<,NA,,79,735
Sichuan,stream,F,F010000,8,98.12,30.62,small,0.6,,0.05,<,1,<,NA,,79,3556
Sichuan,stream,F,F010000,8,99.13,28.15,small,0.54,,0.05,<,1,<,NA,,79,1722
Sichuan,lake,F,F020000,8,100.28,29.03,small,0.5,,0.05,<,1,<,NA,,79,965
Sichuan,stream,F,F010000,8,99.1,28.73,small,0.28,,0.05,<,1,<,NA,,79,939
Sichuan,stream,F,F020000,8,101.02,27.08,medium,1.5,,0.05,<,1,<,NA,,165,263
Sichuan,stream,F,F020000,8,101.08,27.67,medium,3,,0.05,<,1,<,NA,,165,3751
Sichuan,stream,F,F020000,8,101.08,27.48,medium,,,0.05,<,1,<,NA,,165,300
Sichuan,stream,F,F020000,8,101,27.08,medium,1.530791789,,0.05,<,1,<,NA,,165,42
Sichuan,stream,F,F020000,8,101,27.08,small,0.869208211,,0.05,<,1,<,NA,,165,43
Sichuan,reservoir,F,F020000,8,102.03,23.52,medium,4.740384615,,0.05,<,1,<,NA,,165,1346
Sichuan,stream,F,F020000,8,102.03,23.05,large,5.459615385,,0.05,<,1,<,NA,,165,3399
Sichuan,groundwater,F,F020000,8,102.57,26.07,medium,1.874495603,,0.05,<,1,<,NA,,165,1345
Sichuan,groundwater,F,F020000,8,102.6,26.07,small,0.454423176,,0.05,<,1,<,NA,,165,726
Sichuan,groundwater,F,F020000,8,102.07,26.05,medium,1.331081221,,0.05,<,1,<,NA,,165,298
Sichuan,groundwater,F,F020000,8,102.12,27.12,medium,1.7,,0.05,<,1,<,NA,,165,1921
Sichuan,stream,F,F020000,8,102.03,27.03,medium,1.1,,0.05,<,1,<,NA,,165,4017
Sichuan,groundwater,F,F020000,8,102.07,27.02,medium,1,,0.05,<,1,<,NA,,165,2948
Sichuan,groundwater,F,F020000,8,103,27.53,small,0.73,,0.05,<,1,<,NA,,165,1521
Sichuan,stream,F,F020000,8,102.08,28,small,0.725030826,,0.05,<,1,<,NA,,165,4150
Sichuan,stream,F,F020000,8,102.07,28,small,0.674969174,,0.05,<,1,<,NA,,165,4151
Sichuan,stream,F,F020000,8,102.03,28.03,medium,1.93,,0.05,<,1,<,NA,,165,2997
Sichuan,stream,F,F020000,8,102.02,28.05,medium,2.81,,0.05,<,1,<,NA,,165,1343
Sichuan,groundwater,F,F020000,8,NA,NA,small,0.73,,0.05,<,1,<,NA,,165,2130
Sichuan,groundwater,F,F030000,8,102.03,28.35,small,0.55,,0.05,<,1,<,NA,,165,3998
Sichuan,groundwater,F,F030000,8,102.05,28.38,medium,1.45,,0.05,<,1,<,NA,,165,671
Sichuan,stream,F,F030000,8,102.75,28.02,medium,1.089221557,,0.05,<,1,<,NA,,165,893
Sichuan,stream,F,F030000,8,102.8,28.01,small,0.407185629,,0.05,<,1,<,NA,,165,894
Sichuan,groundwater,F,F030000,8,102.77,28.01,small,0.203592814,,0.05,<,1,<,NA,,165,892
Sichuan,stream,F,F020000,8,103.02,28.02,small,0.78,,0.05,<,1,<,NA,,165,3072
Sichuan,groundwater,F,F020000,8,108.07,27.03,medium,1.05045045,,0.05,<,1,<,NA,,165,219
Sichuan,groundwater,F,F020000,8,108.07,27.03,small,0.92954955,,0.05,<,1,<,NA,,165,2016
Guizhou,reservoir,F,F050000,8,106.65,26.55,xlarge,27.85,7100,0.007,<,0.528,,0.001,<,87,11
Guizhou,reservoir,F,F050000,8,106.43,26.55,xlarge,27.35,10642,0.007,<,0.710083333,,0.001,<,87,1195
Guizhou,reservoir,F,F050000,8,106.65,26.43,large,0,NA,0.007,<,0.178333333,,0.0025,,87,1271
Guizhou,reservoir,F,F050000,8,106.57,26.4,large,0,NA,0.007,<,0.116666667,,0.0025,,87,2954
Guizhou,stream,F,F050000,8,106.66,26.37,medium,3.147,660,0.007,<,0.216,,0.001,<,87,1268
Guizhou,stream,F,F050000,8,106.75,26.45,medium,1.48,310,0.007,<,0.212333333,,0.001,<,87,1269
Guizhou,stream,F,F050000,8,106.72,26.44,medium,2.2411,470,0.007,<,0.21,,0.0025,,87,1266
Guizhou,stream,F,F050000,8,106.62,26.35,medium,2.192,460,0.007,<,0.21,,0.0025,,87,1267
Guizhou,stream,F,F050000,8,106.67,26.54,xlarge,26.84,3030,0.007,<,0.212333333,,0.001,<,87,1270
Guizhou,stream,F,F050000,8,106.72,26.6,medium,3,420,NA,,NA,,NA,,87,3575
Guizhou,reservoir,F,F050000,8,106.62,26.7,large,8.5,540,NA,,0.24,,0.003,,87,2637
Guizhou,reservoir,F,F050000,8,106.6,26.72,medium,3.143,460,NA,,NA,,NA,,87,2679
Guizhou,reservoir,F,F050000,8,106.5,26.6,small,0.35,46,NA,,NA,,NA,,87,1989
Guizhou,stream,F,F050000,8,106.6,26.6,small,0.3,86.44,NA,,NA,,NA,,87,1525
Guizhou,reservoir,F,F050000,8,104.87,26.57,large,5.7,900,0.004,,0.12,,0.002,,178,3816
Guizhou,reservoir,F,F050000,8,104.8,26.61,large,δ����,NA,0.004,,0.17,,0.002,,178,563
Guizhou,reservoir,H,H010000,8,104.76,26.5,large,7.3,3061,0.004,,0.11,,0.002,,178,3979
Guizhou,reservoir,F,F050000,8,106.83,27.73,large,16.43,2480,0.007,<,0.12,,0.0025,,367,4299
Guizhou,reservoir,F,F050000,8,106.93,27.78,large,9.18,1390,0.007,<,0.26,,0.0025,,367,4298
Guizhou,reservoir,F,F050000,8,106.83,27.68,large,12.24,2050,0.007,<,0.95,,0.0025,,367,1230
Guizhou,reservoir,F,F050000,8,106.88,27.66,large,7.51,700,0.007,<,0.49,,0.0025,,367,4300
Guizhou,reservoir,F,F050000,8,106.9,27.72,small,0.5,93,0.007,<,0.05,,0.0025,,367,202
Guizhou,reservoir,F,F050000,8,106.96,27.7,small,0.45,66,0.007,<,0.15,,0.0025,,367,1179
Guizhou,stream,F,F050000,8,NA,NA,small,NA,NA,NA,,NA,,0.0025,,367,3074
Guizhou,reservoir,F,F050000,8,105.8,26.38,large,5.2,280.5,0.007,<,0.23,,0.0025,,8,3000
Guizhou,reservoir,H,H010000,8,105.86,26.21,medium,4.8,321.3,0.0025,,0.23,,0.0025,,8,3782
Guizhou,reservoir,F,F050000,8,105.86,26.3,large,5.1,290,0.011,,0.32,,0.0025,,8,2075
Guizhou,stream,F,F070000,8,109.12,27.45,medium,4.2,420,0.007,<,0.07,,0.002,,275,3177
Guizhou,stream,F,F070000,8,109.1,27.43,large,7.3,2685,0.007,<,0.06,,0.002,,275,1978
Guizhou,reservoir,H,H010000,8,104.83,25.1,xlarge,22,1716.24,0.007,<,NA,,0.005,,219,3693
Guizhou,reservoir,H,H010000,8,104.73,25.33,medium,1,56.43,0.007,<,NA,,0.005,,219,2186
Guizhou,reservoir,H,H010000,8,104.06,25.26,medium,2.5,147.36,0.007,<,NA,,0.005,,219,3271
Guizhou,reservoir,F,F050000,8,105.4,27.58,large,19.92,1470,0.007,<,0.38875,,0.025,,29,549
Guizhou,reservoir,F,F050000,8,105.6,27.33,medium,4.94,410,0.007,<,0.31,,0.025,,29,1757
Guizhou,reservoir,F,F070000,8,107.57,26.2,large,13.5,776,0.007,<,0.07,,0.0032,,216,4231
Guizhou,reservoir,F,F070000,8,107.58,26.21,small,0.5,24,NA,,NA,,NA,,216,1509
Guizhou,stream,F,F070000,8,107.59,26.32,medium,3,337.14,0.007,<,0.16,,0.0025,,216,2423
Guizhou,reservoir,F,F070000,8,107.5,26.34,large,15.2,3318.8,0.007,<,0.05,,0.0025,,218,296
Guizhou,reservoir,F,F050000,8,106.43,26.55,medium,1.25,5334,0.007,<,0.710083333,,0.001,,87,1195
Guizhou,reservoir,F,F050000,8,106.55,26.68,large,6.05,637,0.007,<,0.3525,,0.0025,,87,146
Guizhou,reservoir,F,F050000,8,106.38,26.63,medium,1.2,378,NA,,NA,,0.0025,,87,2432
Guizhou,stream,F,F060000,8,105.68,28.58,medium,2.81,316,0.007,<,0.35,,0.0025,,367,1431
Guizhou,stream,F,F060000,8,105.69,28.57,small,0.6704,212,0.007,<,0.28,,0.0025,,367,399
Guizhou,stream,F,F060000,8,105.69,28.57,medium,1.2,80,0.007,<,0.07,,0.0025,,367,1282
Guizhou,reservoir,F,F060000,8,106.43,27.9,medium,4.8,434,0.007,<,0.32,,0.0025,,367,1845
Guizhou,reservoir,F,F060000,8,106.45,27.86,medium,1.01,130,0.007,<,0.28,,0.0025,,367,2077
Guizhou,reservoir,F,F060000,8,106.78,27.78,medium,2,620,0.007,<,0.3,,0.0025,,367,3749
Guizhou,stream,F,F070000,8,107.47,26.69,medium,2.12,174.33,0.007,<,0.05,<,0.0025,,218,3272
Guizhou,stream,F,F070000,8,107.51,26.62,small,0.9,80.68,0.007,<,0.35,,0.0025,,218,2377
Guizhou,stream,F,F070000,8,107.5,26.62,small,0.3,280.54,0.007,<,0.05,<,0.0025,,218,3947
Guizhou,reservoir,F,F050000,8,106.91,26.97,medium,2.66,220,0.007,<,0.11,,0.0025,,87,3292
Guizhou,reservoir,F,F050000,8,106.75,27.07,medium,3.61,1566,0.007,<,0.07,,0.05,,87,3477
Guizhou,reservoir,F,F050000,8,106.65,26.82,small,0.7,160,0.007,<,NA,,0.008,,87,936
Guizhou,reservoir,H,H010000,8,105.31,26.26,medium,4,378,0.004,,0.08,,0.002,,178,4191
Guizhou,stream,F,F050000,8,106.78,27.57,medium,3.2,277,0.007,<,0.41,,0.0025,,367,1707
Guizhou,reservoir,F,F050000,8,106.82,27.48,large,5.2,128,0.007,<,0.32,,0.0025,,367,4301
Guizhou,reservoir,F,F050000,8,106.85,27.6,medium,1.1,130,0.007,<,0.32,,0.0025,,367,971
Guizhou,stream,F,F060000,8,106.85,28.15,large,9.5,504,0.007,<,0.15,,0.0025,,367,3591
Guizhou,stream,F,F060000,8,106.86,28.11,medium,1.5,80,0.007,<,0.12,,0.0025,,367,2044
Guizhou,reservoir,F,F050000,8,107.1,27.9,small,0.5,56,0.007,<,0.11,,0.0025,,367,2175
Guizhou,stream,F,F050000,8,107.43,28.55,medium,2.57,100,0.007,<,0.09,,0.0025,,367,3774
Guizhou,reservoir,F,F050000,8,107.22,28.36,medium,1.58,51,0.007,<,0.2,,0.0025,,367,3052
Guizhou,reservoir,F,F050000,8,107.54,28.9,medium,4.52,200,0.007,<,0.27,,0.0025,,367,552
Guizhou,reservoir,F,F050000,8,107.55,28.74,medium,4.4,181,0.007,<,0.12,,0.0025,,367,1931
Guizhou,reservoir,F,F050000,8,107.63,27.83,medium,4.1,185,0.007,<,0.08,,0.0025,,367,408
Guizhou,stream,F,F050000,8,107.48,27.77,large,7.3,433,0.007,<,0.14,,0.0025,,367,2087
Guizhou,stream,F,F050000,8,107.88,27.21,medium,2.5,140,0.007,<,0.1,,0.0025,,367,3950
Guizhou,reservoir,F,F060000,8,106.75,28.47,medium,2.4,130,0.007,<,0.03,,0.0025,,367,3960
Guizhou,reservoir,F,F060000,8,106.47,28.48,medium,1.2,30,0.007,<,0.03,,0.0025,,367,2624
Guizhou,reservoir,F,F060000,8,106.8,28.83,medium,1,60,0.007,<,0.21,,0.0025,,367,3651
Guizhou,reservoir,F,F060000,8,106.83,28.87,medium,1.2,20,0.007,<,0.03,,0.0025,,367,2919
Guizhou,stream,F,F060000,8,106.81,28.88,medium,1,10,0.007,<,0.05,,0.0025,,367,1178
Guizhou,reservoir,F,F050000,8,106.35,26.45,medium,3.5,86.64,0.0113,,0.7813,,0.0025,,8,1196
Guizhou,reservoir,F,F050000,8,106.23,26.41,small,0.8,28.5,0.007,<,0.1,,0.0025,,8,134
Guizhou,reservoir,F,F050000,8,105.8,26.29,medium,3,210.81,0.007,<,0.49,,0.0025,,8,1350
Guizhou,reservoir,H,H010000,8,105.73,26.14,medium,3.67,162.97,0.007,<,0.14,,0.0025,,8,1047
Guizhou,stream,H,H010000,8,105.59,25.96,medium,3.1,141.5,0.007,<,0.05,<,0.0025,,8,501
Guizhou,stream,H,H010000,8,106.09,25.83,small,0.2,14.6,0.009,,0.05,<,0.0025,,8,2625
Guizhou,reservoir,F,F070000,8,108.08,27.07,medium,3.1,175,NA,,NA,,NA,,275,2335
Guizhou,reservoir,F,F070000,8,108.56,27.19,medium,1.2,245.2,0.007,<,0.28,,0.002,,275,302
Guizhou,stream,F,F070000,8,108.54,27.14,small,0.8,315.3,0.007,<,0.09,,0.0025,,275,3975
Guizhou,stream,F,F050000,8,108.22,27.51,medium,2.8,179,0.007,<,0.06,,0.007,,275,2805
Guizhou,stream,F,F050000,8,107.52,27.32,medium,4.97,828.5,0.007,<,0.21,,0.002,,275,2922
Guizhou,stream,F,F050000,8,108.42,28,medium,2.692,310,0.007,<,0.37,,0.002,,275,3886
Guizhou,stream,F,F050000,8,108.28,28.45,medium,3.1,110,NA,,NA,,0.002,,275,3500
Guizhou,reservoir,H,H010000,8,105.16,25.16,medium,3.05,99.39,NA,,NA,,0.0025,,219,1955
Guizhou,reservoir,H,H010000,8,104.9,25.26,medium,1,77.78,NA,,NA,,0.0025,,219,781
Guizhou,reservoir,H,H010000,8,104.95,25.78333333,medium,1.82,122.22,NA,,NA,,0.0025,,219,2416
Guizhou,stream,H,H010000,8,105.2,25.81,small,0.35,40,0.01,,0.11,,0.0025,,219,2538
Guizhou,stream,H,H010000,8,105.15,25.81,small,0.82,10,0.007,<,0.11,,0.0025,,219,3198
Guizhou,stream,H,H010000,8,105.16,25.85,small,0.28,29.85,0.007,<,0.11,,0.0025,,219,3427
Guizhou,reservoir,H,H010000,8,105.53,25.5,small,0.42,111,0.007,<,0.12,,0.0025,,219,2201
Guizhou,reservoir,H,H010000,8,105.61,25.4,medium,2.2,79.2,0.007,<,0.09,,0.0025,,219,4001
Guizhou,stream,H,H010000,8,106.11,25.16,medium,3.5,130,0.007,<,0.245,,0.0025,,219,1868
Guizhou,stream,H,H010000,8,105.81,24.98,small,0.2,7.52,NA,,0.12,,0.0025,,219,629
Guizhou,reservoir,H,H010000,8,105.75,24.95,medium,1,84.56,0.007,<,0.14,,0.0025,,219,101
Guizhou,reservoir,H,H010000,8,105.43,25.1,small,0.76,91.76,0.007,<,NA,,0.0025,,219,2482
Guizhou,reservoir,F,F050000,8,105.63,27.13,medium,3,103.5,NA,,0.5,,0.01,,29,3586
Guizhou,reservoir,F,F050000,8,105.6,27.15,medium,2.8,98,0.007,,0.12,,0.01,,29,2972
Guizhou,reservoir,F,F050000,8,105.98,27.43,large,10,323,0.0004,,1,,0.05,,29,2472
Guizhou,reservoir,F,F050000,8,106.13,27.45,medium,2.2,82.3,0.007,<,0.13,,NA,,29,109
Guizhou,reservoir,F,F050000,8,106.27,27.45,small,����糧��ˮ,NA,NA,,0.41,,0.025,,29,3592
Guizhou,stream,F,F050000,8,106.22,27.42,medium,1.2,268.26,0.007,<,0.22,,NA,,29,1882
Guizhou,stream,F,F050000,8,106.2,27.45,large,5.1,48,0.012,,0.29,,0.025,,29,2039
Guizhou,reservoir,F,F050000,8,105.25,26.73,medium,3.5,160,0.007,<,0.147,,NA,,29,607
Guizhou,reservoir,F,F020000,8,104.15,26.87,large,9,256,0.007,<,0.09,,NA,,29,3799
Guizhou,reservoir,F,F050000,8,104.77,27.12,large,5,31,0.01,,0.157,,0.024,,29,3524
Guizhou,stream,F,F070000,8,108.12,27,medium,1.5,30,NA,,NA,,NA,,216,492
Guizhou,reservoir,F,F070000,8,108.55,26.93,medium,3,167.6,0.007,<,0.07,,0.0025,,216,490
Guizhou,stream,F,F070000,8,108.65,26.97,medium,1,5,NA,,NA,,NA,,216,2770
Guizhou,stream,F,F070000,8,108.8,27.07,medium,1.85,126,NA,,NA,,NA,,216,1141
Guizhou,stream,F,F070000,8,108.73,27.21,medium,1.1,90.88,0.007,<,0.05,<,NA,,216,3573
Guizhou,reservoir,F,F070000,8,109.07,27.02,medium,3.5,940,NA,,NA,,NA,,216,3952
Guizhou,reservoir,F,F070000,8,109.18,26.88,medium,1,20,NA,,NA,,NA,,216,1694
Guizhou,stream,F,F070000,8,109.19,26.68,medium,3,146,0.007,<,0.05,,0.0025,,216,1920
Guizhou,stream,F,F070000,8,108.57,26.67,medium,3,109.5,NA,,NA,,NA,,216,3011
Guizhou,stream,F,F070000,8,108.3,26.63,medium,1.8,176.6,NA,,NA,,0.0025,,216,3012
Guizhou,stream,F,F070000,8,108.3,26.63,small,0.2,40,0.007,<,0.05,<,0.0025,,216,3643
Guizhou,reservoir,F,F070000,8,109.15,26.25,medium,2.6,500,0.007,<,0.17,,0.005,,216,3353
Guizhou,stream,F,F070000,8,109.27,26.25,medium,1.3,200,0.007,<,0.05,,0.0025,,216,2646
Guizhou,reservoir,F,F070000,8,109.13,26.17,small,0.4,100,NA,,NA,,0.005,,216,1732
Guizhou,stream,H,H020000,8,108.52,25.93,medium,3,190,0.007,<,0.05,<,NA,,216,2639
Guizhou,stream,H,H020000,8,108.52,25.93,medium,1.5,40,0.01,,0.1,,0.1,,216,1041
Guizhou,stream,H,H020000,8,108.89,25.75,medium,2,120.27,NA,,NA,,NA,,216,1065
Guizhou,stream,H,H020000,8,108.83,25.76,medium,1.38,39.9,0.007,<,0.05,<,0.0025,,216,684
Guizhou,reservoir,F,F070000,8,107.47,26.52,medium,1.8,86,NA,,NA,,NA,,216,926
Guizhou,reservoir,F,F070000,8,107.52,26.47,small,0.5,120,0.01,<,0.1,<,0.05,<,216,2902
Guizhou,stream,F,F070000,8,107.59,26.47,medium,1.48,91,0.01,<,0.1,<,0.05,<,216,3294
Guizhou,reservoir,F,F070000,8,107.78,26.29,medium,1.4,118.2,NA,,NA,,NA,,216,1840
Guizhou,stream,H,H020000,8,107.89,25.41,medium,2,148.05,0.007,<,0.13,,0.0025,,218,4047
Guizhou,stream,F,F050000,8,107.21,26.6,medium,1.18,267.14,0.007,<,0.42,,0.0025,,218,3422
Guizhou,reservoir,F,F050000,8,107.53,27.07,medium,2.25,130.5,0.007,<,0.09,,0.0025,,218,736
Guizhou,reservoir,F,F050000,8,107.47,27.03,medium,3,160.67,0.007,<,0.15,,0.0025,,218,2001
Guizhou,reservoir,F,F050000,8,107.53,27.03,small,0.6,210.79,0.007,<,0.09,,0.0025,,218,2901
Guizhou,reservoir,F,F050000,8,107.53,27.03,small,0.65,96.8,NA,,NA,,NA,,218,901
Guizhou,reservoir,F,F050000,8,107.43,27.08,medium,NA,143.2,0.007,<,0.12,,0.0025,,218,2085
Guizhou,reservoir,H,H020000,8,107.53,25.83,medium,3.5,260.2,0.007,<,0.05,<,0.0025,,218,927
Guizhou,reservoir,H,H020000,8,107.51,25.83,medium,1.5,50,0.007,<,0.11,,0.0025,,218,1660
Guizhou,stream,H,H020000,8,106.71,25.43,medium,3.6,251.69,0.007,<,0.14,,0.0025,,218,103
Guizhou,stream,H,H020000,8,106.44,26.04,medium,1.64,281.87,0.007,<,0.07,,0.0025,,218,4249
Guizhou,stream,F,F050000,8,107,26.38,small,0.5,363.83,0.007,<,0.11,,0.0025,,218,297
Guizhou,reservoir,H,H020000,8,106.65,26.06,small,0.5,244.61,0.007,<,0.1,,0.0025,,218,3948
Guizhou,stream,H,H020000,8,107.83,25.92,medium,1.7,127.58,NA,,NA,,NA,,218,717
Guizhou,groundwater,F,F050000,8,106.77,26.58,small,0.26,50,NA,,NA,,NA,,87,3953
Guizhou,groundwater,F,F050000,8,106.8,26.5,xlarge,20.47,2750,0.007,<,0.175,,0.001,,87,3243
Guizhou,groundwater,F,F050000,8,106.8,26.6,large,9.8,756.8,0.007,<,0.127,,0.015,,87,4002
Guizhou,groundwater,F,F050000,8,106.8,26.65,medium,3.9,135,NA,,NA,,NA,,87,4270
Guizhou,groundwater,F,F050000,8,106.5,26.62,medium,1.97,180.5,NA,,NA,,NA,,87,2041
Guizhou,groundwater,F,F050000,8,105.04,26.5,medium,2,200,0.017,,0.13,,0.0025,,178,117
Guizhou,groundwater,F,F050000,8,104.87,26.57,large,13,1981,NA,,NA,,0.0025,,178,1871
Guizhou,groundwater,F,F050000,8,NA,NA,medium,2.1,740,NA,,NA,,0.0025,,367,590
Guizhou,groundwater,H,H010000,8,105.95,26.24,large,6.3,480,0.007,<,1,,0.0025,,8,2908
Guizhou,groundwater,H,H010000,8,105.94,26.25,large,8.4,600,0.007,<,0.98,,0.0025,,8,3349
Guizhou,groundwater,F,F070000,8,109.12,27.45,medium,3.2,183,0.003,,0.25,,0.002,,275,2518
Guizhou,groundwater,F,F050000,8,NA,NA,medium,2.1,139.95,NA,,NA,,NA,,29,240
Guizhou,groundwater,F,F070000,8,107.55,26.36,medium,2,514,0.027,,0.07,,0.007,,216,1615
Guizhou,groundwater,F,F070000,8,107.54,26.38,small,0.2,311,NA,,0.05,<,NA,,216,1614
Guizhou,groundwater,F,F070000,8,107.49,26.28,medium,1.2,61.5,0.007,<,0.11,,0.0025,,218,718
Guizhou,groundwater,F,F070000,8,107.5,26.33,medium,1.2,72,NA,,NA,,NA,,218,2537
Guizhou,groundwater,F,F050000,8,106.48,26.57,medium,1,50,NA,,NA,,NA,,87,4190
Guizhou,groundwater,F,F060000,8,106.42,27.81,small,0.2,11,NA,,NA,,NA,,367,4210
Guizhou,groundwater,F,F070000,8,107.5,26.16,small,0.6,49.07,NA,,NA,,NA,,218,2682
Guizhou,groundwater,F,F070000,8,107.52,26.63,medium,1.35,110.7,NA,,NA,,NA,,218,1996
Guizhou,groundwater,F,F070000,8,107.5,26.62,small,0.3,13.48,NA,,NA,,NA,,218,431
Guizhou,groundwater,F,F050000,8,106.5,26.5,medium,1.16,99,0.007,<,2.8,,0.025,,87,1441
Guizhou,groundwater,F,F050000,8,106.58,26.84,small,0.6,16,NA,,NA,,0.003,,87,3786
Guizhou,groundwater,F,F050000,8,106.58,26.83,small,0.7,10,NA,,NA,,0.005,,87,3057
Guizhou,groundwater,F,F050000,8,106.49,26.81,small,0.8,11,0.007,<,NA,,0.0008,,87,3955
Guizhou,groundwater,H,H010000,8,105.47,26.21,large,5,480,0.007,<,0.05,<,0.0025,,178,1874
Guizhou,groundwater,H,H010000,8,104.47,25.72,medium,2.5,412,NA,,NA,,NA,,178,3598
Guizhou,groundwater,F,F050000,8,107.11,27.89,medium,4,193,0.007,<,0.13,,0.0025,,367,3772
Guizhou,groundwater,F,F050000,8,106.24,26.37,small,0.5,90.66,0.007,<,0.08,,0.0025,,8,2376
Guizhou,groundwater,F,F050000,8,105.7,26.27,small,0.5,17.59,0.008,,0.27,,0.0025,,8,1238
Guizhou,groundwater,H,H010000,8,105.97,25.75,medium,2.8,139.8,0.007,,0.13,,0.0025,,8,162
Guizhou,groundwater,H,H010000,8,106.1,25.71,small,0.5,18.3,0.007,<,0.05,<,0.0025,,8,2179
Guizhou,groundwater,F,F070000,8,108.53,27.63,small,0.68,80,0.007,<,0.05,<,0.0025,,275,1522
Guizhou,groundwater,F,F050000,8,108.21,27.5,medium,1.32,97.3,NA,,NA,,NA,,275,914
Guizhou,groundwater,F,F050000,8,108.39,27.98,small,0.531,45.6,NA,,NA,,NA,,275,3887
Guizhou,groundwater,F,F050000,8,108.06,28.28,medium,2.1,97.3,0.003,,0.21,,0.002,,275,324
Guizhou,groundwater,F,F050000,8,108.02,28.08,medium,3.22,30.5,0.003,,0.13,,0.002,,275,471
